Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,home,game_id
Thiago,9.0,br BRA,FW,24-093,89,3,2,0,2,1,2,2,100.0,0,1,0,1,0,3,2,0,True,3257977323235650540
Mathias Jensen,8.0,dk DEN,FW,29-269,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,3257977323235650540
Kevin Schade,7.0,de GER,LW,23-304,90,1,1,0,0,1,0,0,,0,0,0,0,0,1,2,0,True,3257977323235650540
Dango Ouattara,19.0,bf BFA,RW,23-228,74,0,0,0,0,0,0,0,,0,4,0,4,1,1,1,0,True,3257977323235650540
Keane Lewis-Potter,23.0,eng ENG,RW,24-217,16,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,1,0,True,3257977323235650540
Mikkel Damsgaard,24.0,dk DEN,AM,25-086,80,2,1,0,2,0,0,0,,0,4,0,4,1,3,0,0,True,3257977323235650540
Vitaly Janelt,27.0,de GER,AM,27-140,10,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,True,3257977323235650540
Yehor Yarmoliuk,18.0,ua UKR,DM,21-210,90,1,1,0,1,0,1,2,50.0,1,4,1,3,1,2,2,0,True,3257977323235650540
Jordan Henderson,6.0,eng ENG,DM,35-102,80,1,1,0,1,0,1,1,100.0,0,0,0,0,2,3,1,0,True,3257977323235650540
Frank Onyeka,15.0,ng NGA,DM,27-269,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,3257977323235650540
Aaron Hickey,2.0,sct SCO,LB,23-109,74,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,True,3257977323235650540
Rico Henry,3.0,eng ENG,LB,28-081,16,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,True,3257977323235650540
Sepp van den Berg,4.0,nl NED,CB,23-281,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,4,0,True,3257977323235650540
Nathan Collins,22.0,ie IRL,CB,24-150,90,0,0,0,0,0,0,0,,0,3,2,1,1,1,6,0,True,3257977323235650540
Michael Kayode,33.0,it ITA,RB,21-079,90,3,0,2,1,0,2,3,66.7,1,1,1,0,0,3,2,0,True,3257977323235650540
Caoimhín Kelleher,1.0,ie IRL,GK,26-308,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,3257977323235650540
Benjamin Šeško,30.0,si SVN,FW,22-119,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,False,3257977323235650540
Matheus Cunha,10.0,br BRA,AM,26-123,90,2,0,0,1,1,2,3,66.7,1,0,0,0,0,2,1,0,False,3257977323235650540
Bryan Mbeumo,19.0,cm CMR,"AM,WB",26-051,90,2,1,2,0,0,0,2,0.0,2,0,0,0,0,2,0,0,False,3257977323235650540
Bruno Fernandes,8.0,pt POR,CM,31-019,90,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,4,0,False,3257977323235650540
Manuel Ugarte,25.0,uy URU,CM,24-169,65,3,3,1,2,0,1,1,100.0,0,1,0,1,0,3,1,0,False,3257977323235650540
Leny Yoro,15.0,fr FRA,CB,19-318,25,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,False,3257977323235650540
Patrick Dorgu,13.0,dk DEN,WB,20-336,84,2,2,1,1,0,1,1,100.0,0,0,0,0,2,4,3,0,False,3257977323235650540
Joshua Zirkzee,11.0,nl NED,AM,24-128,6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,False,3257977323235650540
Diogo Dalot,2.0,pt POR,"WB,CB",26-193,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,False,3257977323235650540
Luke Shaw,23.0,eng ENG,CB,30-077,80,1,0,0,1,0,1,1,100.0,0,1,0,1,1,2,2,0,False,3257977323235650540
Mason Mount,7.0,eng ENG,"WB,AM",26-260,10,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,False,3257977323235650540
Harry Maguire,5.0,eng ENG,CB,32-206,65,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,False,3257977323235650540
Kobbie Mainoo,37.0,eng ENG,CM,20-161,25,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,False,3257977323235650540
Matthijs de Ligt,4.0,nl NED,CB,26-046,90,3,3,3,0,0,2,2,100.0,0,0,0,0,0,3,7,0,False,3257977323235650540
Altay Bayındır,1.0,tr TUR,GK,27-166,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,False,3257977323235650540
Dominic Calvert-Lewin,9.0,eng ENG,FW,28-195,89,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,True,5668032796572861548
Lukas Nmecha,14.0,de GER,FW,26-287,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,5668032796572861548
Noah Okafor,19.0,ch SUI,LW,25-126,66,2,2,0,1,1,0,0,,0,1,0,1,0,2,0,0,True,5668032796572861548
Jack Harrison,20.0,eng ENG,LW,28-311,24,1,0,0,0,1,1,2,50.0,1,1,0,1,0,1,0,0,True,5668032796572861548
Brenden Aaronson,11.0,us USA,RW,24-340,86,2,1,1,1,0,2,4,50.0,2,2,0,2,2,4,1,0,True,5668032796572861548
Ao Tanaka,22.0,jp JPN,RW,27-017,4,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,True,5668032796572861548
Anton Stach,18.0,de GER,"LM,CM",26-316,90,2,1,0,2,0,1,1,100.0,0,0,0,0,0,2,0,0,True,5668032796572861548
Ethan Ampadu,4.0,wls WAL,CM,25-013,90,1,0,0,1,0,0,0,,0,0,0,0,2,3,1,0,True,5668032796572861548
Sean Longstaff,8.0,eng ENG,"RM,CM",27-332,90,6,4,3,3,0,2,5,40.0,3,3,1,2,1,7,3,0,True,5668032796572861548
Gabriel Gudmundsson,3.0,se SWE,LB,26-151,90,4,1,1,2,1,1,2,50.0,1,4,1,3,0,4,1,0,True,5668032796572861548
Pascal Struijk,5.0,nl NED,CB,26-047,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,11,0,True,5668032796572861548
Joe Rodon,6.0,wls WAL,CB,27-340,90,2,2,2,0,0,1,1,100.0,0,2,1,1,1,3,5,0,True,5668032796572861548
Jayden Bogle,2.0,eng ENG,RB,25-062,90,5,3,2,2,1,5,6,83.3,1,0,0,0,2,7,3,0,True,5668032796572861548
Karl Darlow,26.0,wls WAL,GK,34-354,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,5668032796572861548
Evanilson,9.0,br BRA,FW,25-356,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,5668032796572861548
Antoine Semenyo,24.0,gh GHA,"LW,RW,AM",25-263,90,2,1,0,2,0,2,3,66.7,1,1,1,0,0,2,0,0,False,5668032796572861548
Amine Adli,21.0,ma MAR,RW,25-140,59,2,0,1,1,0,0,1,0.0,1,3,1,2,0,2,1,0,False,5668032796572861548
David Brooks,7.0,wls WAL,"RW,DM",28-081,31,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,False,5668032796572861548
Justin Kluivert,19.0,nl NED,AM,26-145,59,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,5668032796572861548
Marcus Tavernier,16.0,eng ENG,"RB,AM,DM",26-189,31,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,False,5668032796572861548
Ryan Christie,10.0,sct SCO,DM,30-217,59,1,0,1,0,0,0,0,,0,1,0,1,0,1,2,0,False,5668032796572861548
Alex Scott,8.0,eng ENG,DM,22-037,31,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,False,5668032796572861548
Tyler Adams,12.0,us USA,"DM,CB",26-225,80,4,3,2,2,0,2,3,66.7,1,2,0,2,0,4,1,0,False,5668032796572861548
Eli Junior Kroupi,22.0,fr FRA,AM,19-096,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,5668032796572861548
Adrien Truffert,3.0,fr FRA,LB,23-311,90,5,2,1,2,2,2,2,100.0,0,3,1,2,1,6,6,0,False,5668032796572861548
Marcos Senesi,5.0,ar ARG,CB,28-140,90,3,2,1,2,0,2,3,66.7,1,3,2,1,3,6,7,0,False,5668032796572861548
Bafodé Diakité,18.0,fr FRA,"CB,RB",24-264,90,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,13,0,False,5668032796572861548
Álex Jiménez,20.0,es ESP,RB,20-142,72,4,2,3,1,0,1,1,100.0,0,2,1,1,0,4,0,0,False,5668032796572861548
Ben Gannon-Doak,11.0,sct SCO,LW,19-320,18,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,False,5668032796572861548
Đorđe Petrović,1.0,rs SRB,GK,25-354,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,5668032796572861548
Jean-Philippe Mateta,14.0,fr FRA,FW,28-091,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,1,True,4876960616092929415
Yeremi Pino,10.0,es ESP,AM,22-342,73,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0,True,4876960616092929415
Jefferson Lerma,8.0,co COL,"AM,CM",30-337,17,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,True,4876960616092929415
Ismaila Sarr,7.0,sn SEN,AM,27-214,74,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,4876960616092929415
Eddie Nketiah,9.0,eng ENG,AM,26-120,16,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,True,4876960616092929415
Daichi Kamada,18.0,jp JPN,CM,29-053,89,3,2,1,2,0,1,1,100.0,0,1,0,1,0,3,0,1,True,4876960616092929415
Justin Devenny,55.0,nir NIR,AM,21-351,1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,True,4876960616092929415
Adam Wharton,20.0,eng ENG,CM,21-233,61,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0,True,4876960616092929415
Will Hughes,19.0,eng ENG,CM,30-163,29,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,True,4876960616092929415
Tyrick Mitchell,3.0,eng ENG,WB,26-026,90,5,2,4,1,0,3,4,75.0,1,1,0,1,3,8,5,0,True,4876960616092929415
Daniel Muñoz,2.0,co COL,WB,29-124,90,2,2,1,1,0,1,2,50.0,1,0,0,0,1,3,6,0,True,4876960616092929415
Marc Guéhi,6.0,eng ENG,CB,25-076,90,3,1,3,0,0,0,1,0.0,1,0,0,0,1,4,7,0,True,4876960616092929415
Maxence Lacroix,5.0,fr FRA,CB,25-174,90,5,4,2,3,0,4,4,100.0,0,3,1,2,1,6,6,0,True,4876960616092929415
Chris Richards,26.0,us USA,CB,25-183,90,3,2,1,2,0,3,4,75.0,1,2,1,1,3,6,6,1,True,4876960616092929415
Dean Henderson,1.0,eng ENG,GK,28-199,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,4876960616092929415
Alexander Isak,9.0,se SWE,FW,26-006,83,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,4876960616092929415
Rio Ngumoha,73.0,eng ENG,LW,17-029,7,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,False,4876960616092929415
Florian Wirtz,7.0,de GER,"LW,AM",22-147,73,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,False,4876960616092929415
Federico Chiesa,14.0,it ITA,AM,27-337,17,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,False,4876960616092929415
Mohamed Salah,11.0,eg EGY,RW,33-104,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,4876960616092929415
Dominik Szoboszlai,8.0,hu HUN,"AM,RB,DM",24-337,90,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,3,0,False,4876960616092929415
Alexis Mac Allister,10.0,ar ARG,DM,26-277,64,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,False,4876960616092929415
Curtis Jones,17.0,eng ENG,DM,24-240,26,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,False,4876960616092929415
Ryan Gravenberch,38.0,nl NED,"DM,CB",23-134,90,1,0,1,0,0,0,0,,0,1,0,1,2,3,5,0,False,4876960616092929415
Milos Kerkez,6.0,hu HUN,LB,21-324,90,1,0,0,0,1,0,0,,0,1,0,1,1,2,2,0,False,4876960616092929415
Virgil van Dijk,4.0,nl NED,CB,34-081,90,1,1,1,0,0,0,0,,0,1,1,0,1,2,9,0,False,4876960616092929415
Ibrahima Konaté,5.0,fr FRA,CB,26-125,73,1,1,1,0,0,1,2,50.0,1,0,0,0,2,3,12,2,False,4876960616092929415
Jeremie Frimpong,30.0,nl NED,RB,24-291,17,1,1,0,1,0,0,0,,0,2,0,2,0,1,2,0,False,4876960616092929415
Conor Bradley,12.0,nir NIR,RB,22-080,45,1,1,0,1,0,0,1,0.0,1,2,0,2,1,2,2,0,False,4876960616092929415
Cody Gakpo,18.0,nl NED,"LW,FW",26-143,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,4876960616092929415
Alisson,1.0,br BRA,GK,32-360,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,4876960616092929415
João Pedro,20.0,br BRA,FW,24-001,90,2,1,1,1,0,0,0,,0,0,0,0,1,3,0,0,True,-8654492388478884547
Pedro Neto,7.0,pt POR,LW,25-202,78,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,1,0,True,-8654492388478884547
Roméo Lavia,45.0,be BEL,CM,21-264,12,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,True,-8654492388478884547
Estêvão Willian,41.0,br BRA,RW,18-156,62,3,1,2,0,1,1,2,50.0,1,0,0,0,1,4,0,0,True,-8654492388478884547
Malo Gusto,27.0,fr FRA,"RB,RW",22-131,28,2,2,1,1,0,1,1,100.0,0,1,0,1,0,2,0,0,True,-8654492388478884547
Enzo Fernández,8.0,ar ARG,"LM,CM",24-253,90,3,1,2,0,1,1,3,33.3,2,1,0,1,0,3,0,0,True,-8654492388478884547
Moisés Caicedo,25.0,ec ECU,"CM,RM",23-329,90,3,1,2,0,1,2,2,100.0,0,2,1,1,2,5,1,0,True,-8654492388478884547
Andrey Santos,17.0,br BRA,RM,21-147,53,2,1,0,2,0,1,1,100.0,0,1,0,1,0,2,0,0,True,-8654492388478884547
Joshua Acheampong,34.0,eng ENG,CB,19-145,37,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,2,True,-8654492388478884547
Marc Cucurella,3.0,es ESP,LB,27-067,90,3,3,3,0,0,2,3,66.7,1,4,0,4,0,3,1,0,True,-8654492388478884547
Jorrel Hato,21.0,nl NED,CB,19-204,78,1,0,1,0,0,1,2,50.0,1,2,1,1,0,1,0,0,True,-8654492388478884547
Benoît Badiashile,5.0,fr FRA,CB,24-185,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,-8654492388478884547
Trevoh Chalobah,23.0,eng ENG,CB,26-084,52,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,-8654492388478884547
Reece James,24.0,eng ENG,"RB,CB",25-293,90,1,0,0,0,1,1,2,50.0,1,1,0,1,3,4,1,0,True,-8654492388478884547
Robert Sánchez,1.0,es ESP,GK,27-313,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,-8654492388478884547
Georginio Rutter,10.0,fr FRA,"FW,RW",23-160,84,1,0,0,1,0,0,0,,0,1,1,0,0,1,1,0,False,-8654492388478884547
Stefanos Tzimas,9.0,gr GRE,AM,19-264,6,2,2,0,1,1,1,1,100.0,0,0,0,0,0,2,0,0,False,-8654492388478884547
Kaoru Mitoma,22.0,jp JPN,LW,28-130,66,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,False,-8654492388478884547
Danny Welbeck,18.0,eng ENG,FW,34-305,24,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,False,-8654492388478884547
Yankuba Minteh,11.0,gm GAM,"RW,LW",21-067,90,2,2,1,1,0,1,3,33.3,2,2,0,2,1,3,2,0,False,-8654492388478884547
Diego Gómez,25.0,py PAR,AM,22-184,84,3,2,2,1,0,1,2,50.0,1,0,0,0,0,3,0,0,False,-8654492388478884547
Maxim De Cuyper,29.0,be BEL,LB,24-279,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-8654492388478884547
Yasin Ayari,26.0,se SWE,DM,21-356,90,2,1,0,1,1,1,1,100.0,0,0,0,0,1,3,3,0,False,-8654492388478884547
Carlos Baleba,17.0,cm CMR,DM,21-267,66,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,1,0,False,-8654492388478884547
Brajan Gruda,8.0,de GER,DM,21-119,24,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,False,-8654492388478884547
Ferdi Kadioglu,24.0,tr TUR,"LB,RW",25-355,90,2,1,1,1,0,2,3,66.7,1,2,2,0,0,2,3,0,False,-8654492388478884547
Lewis Dunk,5.0,eng ENG,CB,33-310,90,1,1,0,1,0,1,1,100.0,0,0,0,0,3,4,4,0,False,-8654492388478884547
Jan Paul van Hecke,6.0,nl NED,CB,25-111,90,4,2,2,1,1,3,3,100.0,0,5,2,3,2,6,7,0,False,-8654492388478884547
Joël Veltman,34.0,nl NED,RB,33-255,54,1,1,1,0,0,1,1,100.0,0,1,1,0,1,2,4,0,False,-8654492388478884547
Mats Wieffer,27.0,nl NED,RB,25-315,36,2,1,1,0,1,1,2,50.0,1,0,0,0,0,2,0,0,False,-8654492388478884547
Bart Verbruggen,1.0,nl NED,GK,23-040,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,-8654492388478884547
Erling Haaland,9.0,no NOR,FW,25-068,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,True,3441067729404709998
Jeremy Doku,11.0,be BEL,LM,23-123,90,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,True,3441067729404709998
Phil Foden,47.0,eng ENG,CM,25-122,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,True,3441067729404709998
Tijjani Reijnders,4.0,nl NED,CM,27-060,82,1,1,0,0,1,0,0,,0,0,0,0,1,2,2,0,True,3441067729404709998
Bernardo Silva,20.0,pt POR,CM,31-048,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,3441067729404709998
Sávio,26.0,br BRA,RM,21-170,61,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,3441067729404709998
Oscar Bobb,52.0,no NOR,RM,22-077,29,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,True,3441067729404709998
Nicolás González,14.0,es ESP,DM,23-267,90,1,1,1,0,0,0,0,,0,0,0,0,0,1,3,0,True,3441067729404709998
Nico O’Reilly,33.0,eng ENG,LB,20-190,82,4,2,2,0,2,2,2,100.0,0,2,2,0,2,6,0,0,True,3441067729404709998
Rico Lewis,82.0,eng ENG,LB,20-310,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,3441067729404709998
Joško Gvardiol,24.0,hr CRO,CB,23-247,69,0,0,0,0,0,0,0,,0,1,1,0,0,0,5,0,True,3441067729404709998
Nathan Aké,6.0,nl NED,CB,30-221,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,3441067729404709998
Rúben Dias,3.0,pt POR,CB,28-136,90,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,4,0,True,3441067729404709998
Matheus Nunes,27.0,pt POR,RB,27-031,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,4,0,True,3441067729404709998
Gianluigi Donnarumma,25.0,it ITA,GK,26-214,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,3441067729404709998
Lyle Foster,9.0,za RSA,FW,25-024,79,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,False,3441067729404709998
Armando Broja,27.0,al ALB,FW,24-017,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,3441067729404709998
Jaidon Anthony,11.0,eng ENG,LM,25-300,87,2,1,1,1,0,1,1,100.0,0,1,0,1,2,4,2,1,False,3441067729404709998
Hannibal Mejbri,28.0,tn TUN,LM,22-249,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,3441067729404709998
Florentino Luís,16.0,pt POR,CM,26-039,90,6,3,2,2,2,1,2,50.0,1,5,0,5,1,7,2,0,False,3441067729404709998
Josh Cullen,24.0,ie IRL,CM,29-173,78,0,0,0,0,0,0,1,0.0,1,4,3,1,3,3,4,0,False,3441067729404709998
Lesley Ugochukwu,8.0,fr FRA,CM,21-185,12,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,3441067729404709998
Loum Tchaouna,17.0,fr FRA,RM,22-019,61,2,1,1,1,0,1,4,25.0,3,1,0,1,0,2,1,0,False,3441067729404709998
Jacob Bruun Larsen,7.0,dk DEN,RM,27-008,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,3441067729404709998
Quilindschy Hartman,3.0,nl NED,LB,23-317,87,2,1,2,0,0,0,1,0.0,1,0,0,0,1,3,3,0,False,3441067729404709998
Bashir Humphreys,12.0,eng ENG,LB,22-196,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,3441067729404709998
Maxime Estève,5.0,fr FRA,CB,23-124,90,4,1,2,2,0,2,3,66.7,1,2,1,1,0,4,7,1,False,3441067729404709998
Hjalmar Ekdal,18.0,se SWE,CB,26-341,90,3,2,3,0,0,2,2,100.0,0,3,1,2,0,3,5,1,False,3441067729404709998
Josh Laurent,29.0,eng ENG,CB,30-144,90,0,0,0,0,0,0,3,0.0,3,2,0,2,1,1,1,0,False,3441067729404709998
Kyle Walker,2.0,eng ENG,RB,35-122,90,1,0,0,0,1,1,5,20.0,4,6,1,5,2,3,2,0,False,3441067729404709998
Martin Dúbravka,1.0,sk SVK,GK,36-255,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,3441067729404709998
Chris Wood,11.0,nz NZL,FW,33-294,89,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,1,True,7313028833220020387
Arnaud Kalimuendo,15.0,fr FRA,FW,23-250,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,7313028833220020387
Dan Ndoye,14.0,ch SUI,LW,24-337,59,1,1,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,True,7313028833220020387
Igor Jesus,19.0,br BRA,AM,24-214,31,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,True,7313028833220020387
Dilane Bakwa,29.0,fr FRA,RW,23-032,71,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,True,7313028833220020387
Omari Hutchinson,21.0,eng ENG,RW,21-332,19,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,True,7313028833220020387
James Mcatee,24.0,eng ENG,AM,22-344,59,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,1,0,True,7313028833220020387
Callum Hudson-Odoi,7.0,eng ENG,LW,24-324,31,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,7313028833220020387
Elliot Anderson,8.0,eng ENG,DM,22-325,90,4,1,2,0,2,1,1,100.0,0,1,0,1,1,5,2,0,True,7313028833220020387
Nicolás Domínguez,16.0,ar ARG,DM,27-091,45,2,0,0,2,0,0,0,,0,1,0,1,0,2,1,1,True,7313028833220020387
Morgan Gibbs-White,10.0,eng ENG,DM,25-243,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,7313028833220020387
Oleksandr Zinchenko,35.0,ua UKR,LB,28-286,90,3,1,1,2,0,1,3,33.3,2,0,0,0,0,3,1,0,True,7313028833220020387
Morato,4.0,br BRA,CB,24-089,90,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,5,0,True,7313028833220020387
Nikola Milenković,31.0,rs SRB,CB,27-350,90,0,0,0,0,0,0,0,,0,2,2,0,0,0,4,0,True,7313028833220020387
Neco Williams,3.0,wls WAL,RB,24-167,90,3,3,1,1,1,2,3,66.7,1,3,0,3,0,3,2,0,True,7313028833220020387
Matz Sels,26.0,be BEL,GK,33-213,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,7313028833220020387
Wilson Isidor,18.0,fr FRA,FW,25-031,84,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,False,7313028833220020387
Brian Brobbey,9.0,nl NED,FW,23-238,6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,False,7313028833220020387
Enzo Le Fée,28.0,fr FRA,"LW,AM",25-236,74,1,1,0,1,0,1,4,25.0,3,0,0,0,0,1,2,0,False,7313028833220020387
Daniel Ballard,5.0,nir NIR,CB,26-005,16,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,False,7313028833220020387
Chemsdine Talbi,7.0,ma MAR,"RW,LW,LM",20-141,84,2,1,2,0,0,1,2,50.0,1,0,0,0,0,2,1,0,False,7313028833220020387
Simon Adingra,24.0,ci CIV,LM,23-269,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,7313028833220020387
Chris Rigg,11.0,eng ENG,AM,18-101,58,1,0,1,0,0,1,1,100.0,0,1,1,0,0,1,0,0,False,7313028833220020387
Bertrand Traoré,25.0,bf BFA,"RM,RW",30-021,32,1,1,1,0,0,1,1,100.0,0,1,0,1,1,2,1,0,False,7313028833220020387
Noah Sadiki,27.0,cd COD,"DM,CM",20-284,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,False,7313028833220020387
Granit Xhaka,34.0,ch SUI,"DM,CM",33-000,90,2,1,1,0,1,1,1,100.0,0,3,2,1,1,3,8,0,False,7313028833220020387
Arthur Masuaku,26.0,cd COD,LB,31-324,58,2,2,2,0,0,2,3,66.7,1,1,0,1,1,3,3,0,False,7313028833220020387
Lutsharel Geertruida,6.0,nl NED,RB,25-071,32,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,False,7313028833220020387
Omar Alderete,15.0,py PAR,CB,28-275,90,0,0,0,0,0,0,0,,0,2,2,0,0,0,9,0,False,7313028833220020387
Nordi Mukiele,20.0,fr FRA,CB,27-330,90,1,1,1,0,0,0,0,,0,2,0,2,1,2,8,0,False,7313028833220020387
Trai Hume,32.0,nir NIR,"RB,LB",23-193,90,0,0,0,0,0,0,2,0.0,2,3,1,2,2,2,5,1,False,7313028833220020387
Robin Roefs,22.0,nl NED,GK,22-253,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,7313028833220020387
Richarlison,9.0,br BRA,FW,28-140,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,True,201911511856616409
Xavi Simons,7.0,nl NED,"LW,AM",22-159,77,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,True,201911511856616409
Wilson Odobert,28.0,fr FRA,LW,20-303,13,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,True,201911511856616409
Mohammed Kudus,20.0,gh GHA,"RW,AM,LW",25-056,90,3,3,1,2,0,1,3,33.3,2,0,0,0,0,3,0,0,True,201911511856616409
Lucas Bergvall,15.0,se SWE,"AM,DM",19-237,77,1,1,0,1,0,0,0,,0,0,0,0,1,2,2,0,True,201911511856616409
Pape Matar Sarr,29.0,sn SEN,DM,23-013,13,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,True,201911511856616409
Rodrigo Bentancur,30.0,uy URU,DM,28-094,61,3,0,2,1,0,2,3,66.7,1,0,0,0,1,4,2,0,True,201911511856616409
Brennan Johnson,22.0,wls WAL,RW,24-127,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,201911511856616409
João Palhinha,6.0,pt POR,DM,30-080,90,4,3,3,1,0,2,4,50.0,2,1,0,1,1,5,2,0,True,201911511856616409
